objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Sylla","35761","0","0","0","1","0","0","0","0","0","0","0","3","","78-1","","","","53620164","6.0916","6.71401","3.1094","2650","3726","thing","Sylla","3","4","90","90","60","2008","2,3,4","4","14+","No necessary in-game text","","","","","","standalone","","Rio Grande Games; Ystari Games","English","2008","Rio Grande English edition"
"Szabadulj kvíz","328218","0","0","0","1","0","0","0","0","0","0","0","3","","15-1","","","","85197365","0","5.85","0","0","16","thing","Szabadulj kvíz","2","6","60","60","60","0","","","","","","","","","","standalone","","Piatnik","Hungarian","0","Hungarian edition"
"Szabadulópakli: Időpróba","218311","0","0","0","1","0","0","0","0","0","0","0","3","","14-4","","","","63873443","6.08584","6.55237","1.5902","2676","4778","thing","Deckscape: Test Time","1","6","90","90","30","2018","1,2,3,4","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2018","Hungarian edition"
"Szabadulópakli: London végórái","230498","0","0","0","1","0","0","0","0","0","0","0","3","","14-4","","","","108823537","5.8212","6.15405","1.9737","4461","3969","thing","Deckscape: The Fate of London","1","6","60","60","60","2019","1,2,3,4","2,3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2019","Hungarian edition"
"Székely Gazdálkodó","261322","0","0","0","1","0","0","0","0","0","0","0","3","","36-1","","","","54699745","0","3.33333","1","0","8","thing","Székely Gazdálkodó","2","6","75","75","45","2012","","","","","","","","","","standalone","","S.C. Gyopár SRL","English; German; Hungarian; Romanian","2012","English/German/Hungarian/Romanian edition"
"Szellemek Szigete","162886","0","0","0","1","0","0","0","0","0","0","0","3","","84-4","","","","66156339","8.1418","8.33997","4.0763","11","92862","thing","Spirit Island","1","4","120","120","90","2019","1,2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2019","Hungarian edition"
"Szellemtinta: Üzenetek a túlvilágról","330592","0","0","0","1","0","0","0","0","0","0","0","3","","13-3","","","","137114991","6.47819","7.40172","1.1739","1346","5023","thing","Phantom Ink","2","8","15","15","10","2023","4,5,6,7,8","4,6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Szénre fel","143515","0","0","0","1","0","0","0","0","0","0","0","3","","64-2","","","","53665505","6.71538","7.26595","2.5327","865","6269","thing","Coal Baron","2","4","75","75","60","2014","2,3,4","3,4","10+","No necessary in-game text","","","","","","standalone","","Delta Vision Publishing; eggertspiele","Hungarian","2014","Hungarian edition"
"Egy szép új világ","271324","0","0","0","1","0","0","0","0","0","0","0","3","","65-5","","","","95420278","7.39135","7.63468","2.3277","180","28897","thing","It's a Wonderful World","1","5","45","45","45","2020","1,2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","Reflexshop; La Boîte de Jeu; Origames","Hungarian","2020","Hungarian edition"
"Szerelmes Levél","277085","0","0","0","1","0","0","0","0","0","0","0","3","","12-5
*IV","","","","135697428","7.16639","7.50461","1.1138","330","28603","thing","Love Letter","2","6","20","20","20","2020","3,4,5,6","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Delta Vision Publishing","Hungarian","2020","Hungarian edition"
"Szerencsekerék","4910","0","0","0","1","0","0","0","0","0","0","0","3","","16-3","","","","71968612","5.33626","4.65151","1.2439","29497","1503","thing","Wheel of Fortune","2","4","60","60","60","2010","2,3,4","3","6+","Unplayable in another language","","","","","","standalone","","Oliver Games","Hungarian","2010","Oliver Games Hungarian second edition"
"Szerencsével ügyesen!","263304","0","0","0","1","0","0","0","0","0","0","0","3","","I. 
","","","","55157038","0","3","0","0","2","thing","Szerencsével ügyesen!","2","4","40","40","20","1980","","","","","","","","","","standalone","","Triál","Hungarian","1980","Hungarian edition"
"Szeszélyes vizeken","379295","0","0","0","1","0","0","0","0","0","0","0","3","","03-3","","","","115028866","5.5024","5.87297","1","24267","128","thing","Szeszélyes vizeken","2","4","20","20","20","2022","2,3,4","3","8+","","","","","","","standalone","","Reflexshop","Hungarian","2022","Hungarian edition"
"Szilaj: A titkos küldetés","356421","0","0","0","1","0","0","0","0","0","0","0","3","","24-4","","","","100219464","0","7.83333","0","0","29","thing","Szilaj: A titkos küldetés","2","7","30","30","15","2021","","","","","","","","","","standalone","","Korona Games","Hungarian","2021","Hungarian edition"
"Szilaj: A titkos küldetés – Butch LePray","366374","0","0","0","1","0","0","0","0","0","0","0","3","","24-4","","","","100219472","0","8","0","0","13","thing","Szilaj: A titkos küldetés – Butch LePray","2","7","30","30","15","2021","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Korona Games","Hungarian","2021","Hungarian edition"
"Szilaj: Kalandok Miraderoban","356417","0","0","0","1","0","0","0","0","0","0","0","3","","25-2","","","","100219199","0","8","0","0","16","thing","Szilaj: Kalandok Miraderoban","2","6","60","60","30","2021","","","","","","","","","","standalone","","Korona Games","Hungarian","2021","Hungarian edition"
"Színtahal","359172","0","0","0","1","0","0","0","0","0","0","0","3","","24-4","","","","112026608","5.50885","6.4375","1","22345","87","thing","Tentacolor","2","4","15","15","15","2022","","","","No necessary in-game text","","","","","","standalone","","LOKI; Reflexshop","Hungarian","2022","Hungarian edition"
"Szivárvány történetek","277083","0","0","0","1","0","0","0","0","0","0","0","3","","14-5","","","","127707641","5.50429","5.92045","1","23743","214","thing","Black Stories Junior: Rainbow Stories","2","99","222","222","2","2020","","","8+","","","","","","","standalone","","Reflexshop","Hungarian","2020","Hungarian edition"
"Szkítia fosztogatói","301880","0","0","0","1","0","0","0","0","0","0","0","3","","80-2","","","","96609672","7.09098","7.70444","2.7727","398","12344","thing","Raiders of Scythia","1","4","80","80","60","2020","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Reflexshop","Hungarian","2020","Hungarian edition"
"Szókapocs","300753","0","0","0","1","0","0","0","0","0","0","0","3","","11-4","","","","106950570","6.58857","7.20176","1.0783","1104","8815","thing","Cross Clues","2","6","10","10","5","2021","2,3,4,5,6","4","8+","Unplayable in another language","","","","","","standalone","","Gém Klub Kft.","Hungarian","2021","Hungarian edition"
"Szókötő","329839","0","0","0","1","0","0","0","0","0","0","0","3","","11-4","","","","87040278","7.22109","7.59136","1.1243","282","18941","thing","So Clover!","3","6","30","30","30","2021","2,3,4,5,6","3,4","10+","Unplayable in another language","","","","","","standalone","","Gém Klub Kft.; Repos Production","Hungarian","2021","Hungarian edition"
"Szörnyparádé","231484","0","0","0","1","0","0","0","0","0","0","0","3","","62-1","","","","83377831","6.43805","7.22059","2.1529","1457","5402","thing","Carnival of Monsters","2","5","45","45","45","2021","3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Piatnik","Hungarian","2021","Hungarian edition"
"Szörnyszekrény","43578","0","0","0","1","0","0","0","0","0","0","0","3","","22-4","","","","88243005","5.77782","6.31227","1.0169","4964","2910","thing","Monster Chase","1","6","10","10","10","2013","1,2,3,4,5","3","3–8","No necessary in-game text","","","","","","standalone","","Granna; Scorpion Masqué","Hungarian","2013","Hungarian edition"
"A Szörnysziget királya","350755","0","0","0","1","0","0","0","0","0","0","0","3","","08-1","","","","117269284","6.06965","7.11394","2.3143","2755","3821","thing","King of Monster Island","1","5","60","60","45","2023","1,2,3,4,5","2,3","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","IELLO; Reflexshop","Hungarian","2023","Hungarian edition"
"Sztorikocka","20545","0","0","0","1","0","0","0","0","0","0","0","3","","16-2","","","","53764635","5.92651","6.22263","1.1111","3589","11818","thing","Rory's Story Cubes","1","12","20","20","20","2012","1,2,3,4,5,6","2,3,4","4+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2012","Gém Klub Hungarian first edition"
"Szunnyadó istenek","255984","0","0","0","1","0","0","0","0","0","0","0","3","","76-3","","","","114757769","7.70294","8.11548","3.2608","68","34206","thing","Sleeping Gods","1","4","120","120","60","2022","1,2,3","1,2","12+","Unplayable in another language","","","","","","standalone","","Reflexshop","Hungarian","2022","Hungarian edition"
"Szuper Farmer Extra","17557","0","0","0","1","0","0","0","0","0","0","0","3","","25-5","","","","74751853","5.5481","5.72071","1.1466","13197","3000","thing","Super Farmer","2","6","20","20","20","1943","2,3,4,5,6","4","6+","No necessary in-game text","","","","","","standalone","","Granna","Hungarian","0","Hungarian edition"
"Szupercsapat!","359970","0","0","0","1","0","0","0","0","0","0","0","3","","61-4","","","","116280114","6.66471","7.07135","1.8053","955","10652","thing","Challengers!","1","8","45","45","45","2022","2,4,6,8","4,6,8","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","1 More Time Games; Gém Klub Kft.; Z-Man Games","Hungarian","2022","Hungarian edition"
"Szurdokerdő kalandorai","346205","0","0","0","1","0","0","0","0","0","0","0","3","","64-5","","","","114762095","5.70438","6.57023","2.1818","6068","2263","thing","Explorers of the Woodlands","1","4","60","60","45","2023","1,2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","From The Woods Studio; Reflexshop","Hungarian","2023","Hungarian edition"
"Szüret","205045","0","0","0","1","0","0","0","0","0","0","0","3","","25-4","","","","66613897","6.04843","6.81159","1.3636","2858","2235","thing","Avenue","1","10","15","15","15","2017","1,2,3,4,5,6,7,8,9,10","2,4","8+","No necessary in-game text","","","","","","standalone","","Granna","Hungarian","2017","Hungarian first edition"
"Tábortűz","295192","0","0","0","1","0","0","0","0","0","0","0","3","","07-3","","","","122925290","6.14061","6.76809","1","2424","8411","thing","Tinderblox","2","6","15","15","3","2024","2,3,4,5,6","3,4","6+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2024","Hungarian edition"
"Tabriz","349369","0","0","0","1","0","0","0","0","0","0","0","3","","26-3","","","","125862769","5.79862","7.25823","2.0263","4707","1403","thing","Tabriz","1","5","60","60","30","2024","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Crafty Games; Reflexshop","Hungarian","2024","Hungarian edition"
"Tabu","1111","0","0","0","1","0","0","0","0","0","0","0","3","","36-3","","","","54254983","6.13748","6.31373","1.2006","2441","27283","thing","Taboo","4","10","20","20","20","2009","4,5,6,7,8,9,10","6,8","10+","Unplayable in another language","","","","","","standalone","","Hasbro","Hungarian","2009","Hasbro Hungarian edition 2009"
"Takenoko","70919","0","0","0","1","0","0","0","0","0","0","0","3","","31-4","","","","53620264","7.06106","7.19927","1.9728","428","76016","thing","Takenoko","2","4","45","45","45","2016","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","asmodee; Gém Klub Kft.","Hungarian","2016","Hungarian edition"
"Taki","13115","0","0","0","1","0","0","0","0","0","0","0","3","","04-2","","","","119277423","5.49685","5.60843","1","25607","595","thing","Taki","2","10","30","30","30","2011","2,3,4,5,6","4","6+","No necessary in-game text","","","","","","standalone","","Shafir Games (המשחקים של חיים שפיר)","English; Hebrew","2011","Shafir Games English/Hebrew edition 2011"
"Tal der Abenteuer: Die Schatzsuche im Himalaja","25142","0","0","0","1","0","0","0","0","0","0","0","3","","*","","","","128797803","5.551","5.86504","1.6","12817","712","thing","Tal der Abenteuer: Die Schatzsuche im Himalaja","2","4","45","45","45","2006","2,3,4","2,4","8+","No necessary in-game text","","","","","","standalone","","Parker Spiele","German","2006","German limited edition with extra cards and Spiel der Spiele logo"
"Tales of Glory","246816","0","0","0","1","0","0","0","0","0","0","0","3","","02-2","","","","74883796","5.99978","7.14344","1.931","3117","1899","thing","Tales of Glory","2","5","45","45","30","2018","2,3,4,5","3","8+","No necessary in-game text","","","","","","standalone","","Ankama","English; French","2018","English/French edition"
"Táltosból szalonna","204602","0","0","0","1","0","0","0","0","0","0","0","3","","04-5","","","","84850482","5.72862","6.82243","1.7727","5651","2381","thing","Kill The Unicorns","3","6","45","45","25","2020","3,4,5,6","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Reflexshop","Hungarian","2020","Hungarian edition"
"Targui","202","0","0","0","1","0","0","0","0","0","0","0","3","","I. ","","","","53620277","5.71806","6.41051","2.3871","5809","1819","thing","Targui","2","4","120","120","120","1987","3,4","4","12+","No necessary in-game text","","","","","","standalone","","Jumbo","German","1987","German first edition"
"Társasház","320099","0","0","0","1","0","0","0","0","0","0","0","3","","14-1","","","","74754318","0","6.8","0","0","33","thing","Társasház","3","5","45","45","30","2020","","","","","","","","","","standalone","","Keller & Mayer","Hungarian","2020","Hungarian edition"
"Tatsu","181811","0","0","0","1","0","0","0","0","0","0","0","3","","51-3","","","","53765509","5.76561","6.69658","1.6875","5108","1335","thing","Tatsu","2","2","45","45","30","2016","2","2","8+","No necessary in-game text","","","","","","standalone","","Gen42 Games","English","2016","Gen42 English first edition"
"Tavernák Tiefenthalban","269207","0","0","0","1","0","0","0","0","0","0","0","3","","78-2","","","","87041546","7.2784","7.57568","2.6944","246","28316","thing","The Taverns of Tiefenthal","2","4","60","60","60","2021","2,3,4","2,3","10+","No necessary in-game text","","","","","","standalone","","Compaya.hu: Gamer Café Kft.","Hungarian","2021","Hungarian edition"
"Tea 2 főre","294448","0","0","0","1","0","0","0","0","0","0","0","3","","55-4","","","","84847332","5.803","6.55971","1.4815","4653","2939","thing","Tea for 2","2","2","30","30","20","2020","2","2","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.; Space Cowboys","Hungarian","2020","Hungarian edition"
"Tea Time Crime","382304","0","0","0","1","0","0","0","0","0","0","0","3","","32-4","","","","113246984","5.5262","6.60154","1.8","17163","129","thing","Tea Time Crime","2","4","45","45","30","2023","","2","","No necessary in-game text","","","","","","standalone","","Piatnik","Czech; French; German; Hungarian; Polish; Slovak","2023","Multilingual edition"
"A tea titka","422042","0","0","0","1","0","0","0","0","0","0","0","3","","77-3","","","","134572808","6.20137","7.56504","3.0282","2186","2565","thing","Tea Garden","2","4","120","120","90","2025","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2025","Hungarian edition"
"Télirevaló","281417","0","0","0","1","0","0","0","0","0","0","0","3","","04-4","","","","84246495","5.50229","5.54566","1.0714","24293","683","thing","Hoarders","3","6","15","15","10","2019","3,4,5,6","6","6+","","","","","","","standalone","","Granna","Hungarian","0","Hungarian edition"
"Terra Mystica: Big Box","181289","0","0","0","1","0","0","0","0","0","0","0","3","","82-3","","","","53665703","6.01146","8.53251","4","0","1187","thing","Terra Mystica: Big Box","2","5","150","150","60","2015","2,3,4,5","3,4","14+","No necessary in-game text","","","","","","standalone","","Feuerland Spiele; Korea Boardgames","German; Korean","2015","German/Korean first edition"
"Terra Mystica: Találmányok kora","383179","0","0","0","1","0","0","0","0","0","0","0","3","","82-3","","","","116678315","7.74669","8.49204","4.2619","54","10331","thing","Age of Innovation","1","5","200","200","40","2023","1,2,3,4,5","4","14+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Terra Nova","20022","0","0","0","1","0","0","0","0","0","0","0","3","","63-2","","","","53620280","5.91978","6.452","2.2744","3638","2775","thing","Terra Nova","2","4","45","45","45","2006","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","Competo / Marektoy; Winning Moves Germany","Finnish; Swedish","2006","Finnish/Swedish edition"
"Tesla vs. Edison: War of Currents","132544","0","0","0","1","0","0","0","0","0","0","0","3","","80-1","","","","54878141","5.99194","6.68036","3.243","3159","3762","thing","Tesla vs. Edison: War of Currents","2","5","90","90","90","2015","3,4,5","4","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Artana","English","2015","English first edition"
"Texas Holder","1115","0","0","0","1","0","0","0","0","0","0","0","3","","05-1","","","","53578630","6.45615","6.70704","2.4339","1403","11443","thing","Poker","2","10","60","60","60","1810","3,4,5,6,7,8,9","5,6","12+","No necessary in-game text","","","","","","standalone","","Prime Promotion","German","0","Prime Promotion XXXLutz Promo Tin Box Edition"
"Tezamen","321953","0","0","0","1","0","0","0","0","0","0","0","3","","56-1","","","","88331599","0","5","0","0","11","thing","Tezamen","2","2","15","15","15","2020","","","","","","","","","","standalone","","Keller & Mayer","Hungarian","2020","Hungarian edition"
"That's Not a Hat","375651","0","0","0","1","0","0","0","0","0","0","0","3","","06-4","","","","127895142","6.56347","7.01765","1.0588","1153","12474","thing","That's Not a Hat","3","8","15","15","15","2023","4,5,6,7,8","5","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Through the Ages: A New Story of Civilization","182028","0","0","0","1","0","0","0","0","0","0","0","3","","84-2","","","","53665731","8.02335","8.2548","4.44","16","39433","thing","Through the Ages: A New Story of Civilization","2","4","120","120","120","2015","2,3,4","3","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Czech Games Edition; Eagle-Gryphon Games","English","2015","English edition"
"Thunder Road: Vendetta","342070","0","0","0","1","0","0","0","0","0","0","0","3","","27-1","","","","135654725","7.27847","7.91569","1.9618","245","10839","thing","Thunder Road: Vendetta","2","4","75","75","45","2025","3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.; Restoration Games","Hungarian","2025","Hungarian edition"
"Thunder Road: Vendetta – Még több skuló","355996","0","0","0","1","0","0","0","0","0","0","0","3","","27-1","","","","135654709","5.65498","8.13616","1","0","1513","thing","Thunder Road: Vendetta – Extra Ammo Mini-Expansion Pack","2","4","75","75","45","2025","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Gém Klub Kft.; Restoration Games","Hungarian","2025","Hungarian edition"
"Thunder Road: Vendetta – Sufnituning","347976","0","0","0","1","0","0","0","0","0","0","0","3","","27-1","","","","135654720","5.88486","8.4175","2","0","2366","thing","Thunder Road: Vendetta – Choppe Shoppe","2","4","75","75","30","2025","3,4","3,4","8+","","","","","","","expansion","","Gém Klub Kft.; Restoration Games","Hungarian","2025","Hungarian edition"
"Thurn und Taxis","21790","0","0","0","1","0","0","0","0","0","0","0","3","","58-3","","","","53620302","6.91102","7.09209","2.2571","601","24102","thing","Thurn and Taxis","2","4","60","60","60","2006","2,3,4","3,4","10+","No necessary in-game text","","","","","","standalone","","Hans im Glück","German","2006","German first edition"
"Tibet","25142","0","0","0","1","0","0","0","0","0","0","0","3","","34-1","","","","53620309","5.551","5.86504","1.6","12817","712","thing","Tal der Abenteuer: Die Schatzsuche im Himalaja","2","4","45","45","45","2007","2,3,4","2,4","8+","No necessary in-game text","","","","","","standalone","","Parker Spiele","Czech; Hungarian; Polish; Russian; Slovak","2007","Multilingual edition"
"Tick Tack Bumm: Vibrations","331541","0","0","0","1","0","0","0","0","0","0","0","3","","08-2","","","","91376815","0","6.75","0","0","40","thing","Tick Tack Bumm: Vibrations","3","8","25","25","25","2020","","","","","","","","","","standalone","","","","",""
"Tick... Tack... Bumm: Láncreakció","295124","0","0","0","1","0","0","0","0","0","0","0","3","","10-2","","","","88685841","0","5.22727","1","0","36","thing","Pass the Bomb: Chain Reaction","3","12","15","15","15","2019","","","","","","","","","","standalone","","Piatnik","Hungarian","2019","Hungarian edition"
"Tick... Tack... Bumm: Party Edition","63052","0","0","0","1","0","0","0","0","0","0","0","3","","10-2","","","","88686404","5.5594","5.99097","1.0833","11957","1013","thing","Pass the Bomb: Party Edition","2","12","25","25","25","2007","4,5,6,7,8,9,10,11,12","7,8,9,10","10+","Unplayable in another language","","","","","","standalone","","Piatnik","Hungarian","0","Hungarian edition"
"Tick... Tack... Bumm! Junior","15383","0","0","0","1","0","0","0","0","0","0","0","3","","23-2","","","","128693972","5.53297","6.01511","1.125","15602","468","thing","Pass the Bomb Junior","2","12","30","30","15","2011","","","5+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Piatnik","Hungarian","2011","Hungarian Disney edition"
"Ticket to Ride","9209","0","0","0","1","0","0","0","0","0","0","0","3","","59-3","","","","53620974","7.26366","7.38638","1.8211","253","143897","thing","Ticket to Ride","2","5","60","60","30","2012","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","Days of Wonder","English","2012","English edition 2012 with Spiel des Jahres logo"
"Ticket to Ride Map Collection 1: Asia + Legendary Asia","106637","0","0","0","1","0","0","0","0","0","0","0","3","","34-4","","","","53620923","7.05582","7.65416","1.9595","0","16436","thing","Ticket to Ride Map Collection 1: Asia + Legendary Asia","2","6","60","60","30","2011","2,3,4,5,6","4,6","8+","No necessary in-game text","","","","","","expansion","","Days of Wonder","Danish; Dutch; English; Finnish; French; German; Italian; Norwegian; Spanish; Swedish","2011","Multilingual edition 2011"
"Ticket to Ride Map Collection 4: Nederland","147938","0","0","0","1","0","0","0","0","0","0","0","3","","34-4","","","","53620957","6.53776","7.35247","2.1395","0","10094","thing","Ticket to Ride Map Collection 4: Nederland","2","5","60","60","30","2013","3,4,5","4,5","10+","No necessary in-game text","","","","","","expansion","","Days of Wonder","Danish; Dutch; English; Finnish; French; German; Italian; Norwegian; Polish; Spanish; Swedish","2013","Multilingual edition 2013"
"Ticket to Ride Map Collection 6½: Poland","283595","0","0","0","1","0","0","0","0","0","0","0","3","","34-4","","","","67612510","6.00542","7.43395","1.75","0","3495","thing","Ticket to Ride Map Collection 6½: Poland","2","4","60","60","30","2022","2,3,4","3,4","5+","No necessary in-game text","","","","","","expansion","","Days of Wonder","Dutch; English; French; German; Italian; Portuguese; Spanish","2022","Multilingual edition"
"Ticket to Ride Map Collection 7: Japan & Italy","288679","0","0","0","1","0","0","0","0","0","0","0","3","","33-4","","","","130702437","6.72349","7.88447","2.0179","0","8469","thing","Ticket to Ride Map Collection 7: Japan & Italy","2","5","60","60","30","2021","2,3,4,5","4","8+","No necessary in-game text","","","","","","expansion","","Days of Wonder","Danish; Dutch; English; Finnish; French; German; Japanese; Norwegian; Portuguese; Spanish; Swedish","2021","Multilingual edition 2021"
"Ticket to Ride: Alvin & Dexter","89848","0","0","0","1","0","0","0","0","0","0","0","3","","34-5","","","","53620358","5.91968","6.50444","1.5634","0","7100","thing","Ticket to Ride: Alvin & Dexter","2","5","50","50","30","2011","3,4,5","4,5","8+","No necessary in-game text","","","","","","expansion","","Days of Wonder","Danish; Dutch; English; French; German; Italian; Japanese; Norwegian; Polish; Spanish; Swedish","2011","Multilingual first edition"
"Ticket to Ride: Europe","14996","0","0","0","1","0","0","0","0","0","0","0","3","","33-4","","","","54163127","7.39735","7.52511","1.9171","174","132646","thing","Ticket to Ride: Europe","2","5","60","60","30","2011","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","Compaya.hu: Gamer Café Kft.; Days of Wonder","Hungarian","2011","Hungarian edition"
"Ticket to Ride: Europe – 15th Anniversary","329841","0","0","0","1","0","0","0","0","0","0","0","3","","34-5","","","","84987729","7.2281","8.1886","1.875","0","14153","thing","Ticket to Ride: Europe – 15th Anniversary","2","5","60","60","30","2021","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","Days of Wonder","Hungarian; Icelandic","2021","Icelandic/Hungarian edition"
"Ticket to Ride: Märklin","21348","0","0","0","1","0","0","0","0","0","0","0","3","","34-4","","","","53666077","7.00144","7.41076","2.2436","486","12132","thing","Ticket to Ride: Märklin","2","5","60","60","30","2006","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","Days of Wonder","English","2006","English first edition"
"Ticket to Ride: New York","253284","0","0","0","1","0","0","0","0","0","0","0","3","","34-4","","","","55286296","6.53364","6.88792","1.2598","1216","17494","thing","Ticket to Ride: New York","2","4","15","15","10","2018","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","Days of Wonder","English","2018","English edition"
"Ticket to Ride: Nordic Countries","31627","0","0","0","1","0","0","0","0","0","0","0","3","","34-4","","","","53666070","7.30236","7.62247","1.9646","234","24134","thing","Ticket to Ride: Nordic Countries","2","3","60","60","30","2008","2,3","3","8+","No necessary in-game text","","","","","","standalone","","Days of Wonder","English","2008","English edition 2008"
"Tides of Madness","195544","0","0","0","1","0","0","0","0","0","0","0","3","","54-3","","","","53764792","6.28207","6.71872","1.4884","1885","8926","thing","Tides of Madness","2","2","20","20","20","2016","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Portal Games","English","2016","English edition"
"Tides of Time","176229","0","0","0","1","0","0","0","0","0","0","0","3","","54-3","","","","53665834","6.31914","6.57716","1.5508","1771","11821","thing","Tides of Time","2","2","20","20","20","2015","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Portal Games","English","2015","English first edition"
"Tikal","54","0","0","0","1","0","0","0","0","0","0","0","3","","60-3","","","","53621002","7.11151","7.31885","2.7772","372","28803","thing","Tikal","2","4","90","90","90","1999","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","Ravensburger","French; German; Italian","1999","Ravensburger German/French/Italian first edition"
"Tilting at Windmills","231331","0","0","0","1","0","0","0","0","0","0","0","3","","56-3","","","","66157293","5.50929","6.25","1.3333","22193","193","thing","Tilting at Windmills","2","2","30","30","20","2017","2","2","","","","","","","","standalone","","Cogitate Games","English; French; German; Hungarian; Spanish","2017","Multilingual edition"
"A Tiltott Fellegek","245271","0","0","0","1","0","0","0","0","0","0","0","3","","68-3","","","","61240184","6.01523","6.36913","2.5484","3014","11905","thing","Forbidden Sky","2","5","60","60","60","2018","1,2,3,4,5","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Reflexshop","Hungarian","2018","Hungarian edition"
"A Tiltott Sivatag","136063","0","0","0","1","0","0","0","0","0","0","0","3","","68-3","","","","54454475","6.91652","7.06394","2.0398","595","57703","thing","Forbidden Desert","2","5","45","45","45","2017","1,2,3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Reflexshop","Hungarian","2017","Hungarian edition"
"A Tiltott Sziget","65244","0","0","0","1","0","0","0","0","0","0","0","3","","68-3
*IV","","","","55033279","6.64322","6.75197","1.7391","1002","98713","thing","Forbidden Island","2","4","30","30","30","2017","1,2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gamewright; Reflexshop","Hungarian","2017","Hungarian edition"
"Time's Up! Party","38713","0","0","0","1","0","0","0","0","0","0","0","3","","10-3
*","","","","100896905","6.38571","7.5591","1.0784","1587","3997","thing","Time's Up! Edición Amarilla","4","12","30","30","30","2021","4,5,6,7,8,9,10,11,12","6,8,10","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.; Repos Production","Hungarian","2021","Hungarian edition"
"Time's Up! Party","38713","0","0","0","1","0","0","0","0","0","0","0","3","","02-4","","","","100897033","6.38571","7.5591","1.0784","1587","3997","thing","Time's Up! Edición Amarilla","4","12","30","30","30","2019","4,5,6,7,8,9,10,11,12","6,8,10","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Repos Production","English","2019","English UK edition"
"Time's Up!: Harry Potter","347304","0","0","0","1","0","0","0","0","0","0","0","3","","10-3","","","","88179020","5.65283","7.37024","1","7232","799","thing","Time's Up!: Harry Potter","4","12","30","30","30","2021","12","12","","Unplayable in another language","","","","","","standalone","","Gém Klub Kft.; Repos Production","Hungarian","2021","Hungarian edition"
