objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"SETI: Search for Extraterrestrial Intelligence – Pluto Promo Card","430027","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137719826","5.74919","8.17078","2.375","0","1955","thing","SETI: Search for Extraterrestrial Intelligence – Pluto Promo Card","1","4","160","160","40","2024","4","4","","","","","","","","expansion","","","","",""
"Shadow House: Masquerade","400268","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137719832","5.56036","6.66462","1.8","11871","406","thing","Shadow House: Masquerade","3","8","20","20","10","2023","4,5,6,7,8","5,6","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Shards of the Jaguar","263222","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137719841","5.59649","7.78095","3.3077","9347","291","thing","Shards of the Jaguar","1","4","90","90","90","2021","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Sideboards","413397","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137719906","5.5211","6.16053","1.6667","18563","200","thing","Sideboards","1","6","15","15","15","2024","1,2,3,4,5,6","1,2","8+","","","","","","","standalone","","","","",""
"Sierra","423690","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137719930","5.53462","6.93636","2","15251","163","thing","Sierra","1","8","30","30","30","2024","4,5,6,8","4,6,8","","","","","","","","standalone","","","","",""
"Sirens","375616","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137372400","5.57696","6.84788","1.5714","10521","859","thing","Sirens","1","2","20","20","10","2024","1,2","1,2","12+","","","","","","","standalone","","Envy Born Games","English","2024","English edition"
"Sleepy Cats","393196","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137719984","0","6.52857","0","0","105","thing","Sleepy Cats","2","4","5","5","5","2023","","","6","","","","","","","standalone","","","","",""
"Slide Quest","271785","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137464500","5.98573","6.59146","1.1429","3197","3892","thing","Slide Quest","1","4","45","45","15","2019","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Slingz","419421","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137719989","5.60068","6.53756","1","9134","938","thing","Slingz","2","7","15","15","15","2022","4","4","","Unplayable in another language","","","","","","standalone","","","","",""
"Smart Ass","27389","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137719998","5.45273","5.45041","1.3115","29034","4557","thing","Smart Ass","2","6","30","30","30","2006","3,4,5,6","4,5,6","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Snatch it!","420120","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137722238","5.54211","6.60084","1.5","14012","232","thing","Snatch it!","3","6","30","30","20","2024","3,4,5","4","8+","","","","","","","standalone","","","","",""
"So Clover!","329839","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720359","7.22301","7.59034","1.1243","278","18988","thing","So Clover!","3","6","30","30","30","2021","2,3,4,5,6","3,4","10+","Unplayable in another language","","","","","","standalone","","","","",""
"Sosig","411015","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137467762","5.55543","6.56277","1.5714","12329","662","thing","Sosig","2","4","15","15","10","2023","2,3,4","3","8–14","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Speculaas","397747","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137720041","5.5822","7.51111","1.3333","10190","174","thing","Speculaas","1","5","20","20","20","2024","1,2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Spicy","299169","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720050","6.70947","7.15605","1.3203","876","14439","thing","Spicy","2","6","20","20","15","2020","3,4,5,6","4,5","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Spiky Go!","426082","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137720063","0","7.7","0","0","17","thing","Spiky Go!","2","4","15","15","15","2024","","","","","","","","","","standalone","","","","",""
"Spirit Island","162886","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720261","8.14148","8.33966","4.0759","11","92956","thing","Spirit Island","1","4","120","120","90","2017","1,2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Splendor","148228","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720066","7.29199","7.4187","1.7771","237","133237","thing","Splendor","2","4","30","30","30","2014","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Splendor Duel","364073","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720068","7.54934","7.88405","2.0104","113","34244","thing","Splendor Duel","2","2","30","30","30","2022","2","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Splendor: Marvel","293296","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720074","6.91774","7.56073","1.789","588","13948","thing","Splendor: Marvel","2","4","30","30","30","2020","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Spooky Stairs","12346","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720264","5.90631","6.41849","1.0935","3731","3597","thing","Spooky Stairs","2","4","15","15","10","2003","3,4","4","4+","No necessary in-game text","","","","","","standalone","","","","",""
"Spot it!","63268","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137464742","6.367","6.53163","1.0388","1633","47938","thing","Spot it!","2","8","15","15","15","2009","2,3,4,5,6,7","4,5","4+","No necessary in-game text","","","","","","standalone","","","","",""
"Spot it! 1,2,3","117995","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137464760","5.73068","6.289","1.0256","5619","3195","thing","Spot it! 1,2,3","2","6","15","15","15","2012","2,3,4,5,6","4","3+","No necessary in-game text","","","","","","standalone","","","","",""
"Spot it! CATAN","448778","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137464748","5.5145","6.64531","1","20553","113","thing","Spot it! CATAN","2","6","15","15","15","2025","2,3,4,6","2,3","","","","","","","","standalone","","","","",""
"Spot it! Disney 100 Years of Wonder","382419","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137464771","5.62681","7.03194","1","8020","1125","thing","Spot it! Disney 100 Years of Wonder","2","8","15","15","15","2023","2,3,4,5,6,7,8","4,5","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Spots","372559","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137472564","6.68009","7.13192","1.2794","925","12164","thing","Spots","1","4","30","30","25","2022","2,3,4","2,3","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Star Explorer","424995","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469323","5.75798","7.38998","1.6667","5210","830","thing","Star Explorer","1","4","30","30","30","2024","1,2,3,4","3","8","No necessary in-game text","","","","","","standalone","","","","",""
"Star Tycoon","364393","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720084","5.70346","7.33338","2.8333","6086","893","thing","Star Tycoon","1","4","100","100","25","2024","1,2,3","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Star Wars: Battle of Hoth","444481","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720100","6.53382","8.03036","1.9167","1213","5485","thing","Star Wars: Battle of Hoth","2","4","30","30","30","2025","2","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Star Wars: The Clone Wars","370913","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720108","6.80475","7.53551","2.1575","733","12113","thing","Star Wars: The Clone Wars","1","5","60","60","60","2022","1,2,3,4","2,3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Startups","223770","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137720114","6.70814","7.1869","1.5882","881","11830","thing","Startups","3","7","20","20","20","2017","3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Station to Station","424753","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137720124","5.57333","6.95205","2.5","10793","289","thing","Station to Station","2","4","90","90","60","2024","2,3,4","3,4","8+","","","","","","","standalone","","","","",""
"Steam Power","391752","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720134","5.95307","7.40551","2.2973","3399","1051","thing","Steam Power","1","5","90","90","45","2025","1,2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Stella: Dixit Universe","329845","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720142","6.6552","7.29177","1.1649","976","8770","thing","Stella: Dixit Universe","3","6","30","30","30","2021","3,4,5,6","5,6","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Stickers","413533","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137468928","5.63296","7.44425","1.3333","7808","446","thing","Stickers","2","4","30","30","15","2024","2,3,4","3","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Stitch: The Fix for 626","436219","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137884648","5.52823","7.22683","1","16683","199","thing","Stitch: The Fix for 626","2","5","10","10","10","2025","3,4,5","4","","","","","","","","standalone","","","","",""
"Stomp the Plank","367771","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137464584","5.87317","6.89876","1","3986","1805","thing","Stomp the Plank","2","4","20","20","15","2022","2,3,4","4","4+","No necessary in-game text","","","","","","standalone","","","","",""
"Stonespine Architects","387514","0","0","0","1","0","0","0","0","0","0","0","1","","
","","","","137465146","6.49828","7.43745","2.1212","1300","4535","thing","Stonespine Architects","1","5","60","60","45","2024","1,2,3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Stonespine Architects: Shrines and Fountains Mini Expansion","417101","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465154","5.59731","7.60741","2","0","926","thing","Stonespine Architects: Shrines and Fountains Mini Expansion","1","5","0","0","0","2024","1,2,3,4,5","2,3,4","10+","No necessary in-game text","","","","","","expansion","","","","",""
"Stranger Things: Attack of the Mind Flayer","361457","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720180","5.49373","5.54406","1.125","26297","928","thing","Stranger Things: Attack of the Mind Flayer","4","10","20","20","20","2022","4,5,6,7,8,9,10","7,8","8+","","","","","","","standalone","","","","",""
"Stuffed Fables","233312","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137720187","6.92219","7.41441","2.4604","584","22313","thing","Stuffed Fables","2","4","90","90","60","2018","1,2,3,4","4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Stupefy!","369519","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720190","5.5888","6.28463","1.3","9782","964","thing","Stupefy!","4","8","30","30","30","2022","4,5,6,7,8","4,6,8","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Summoner Wars (Second Edition)","332800","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720197","7.14036","8.05492","2.5714","349","8560","thing","Summoner Wars (Second Edition)","2","2","60","60","40","2021","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Survive The Island","425428","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469012","6.46396","7.43032","1.4516","1377","6095","thing","Survive The Island","2","5","45","45","45","2024","3,4,5","4","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Sushi Go Party!","192291","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720222","7.22169","7.37724","1.3157","280","72499","thing","Sushi Go Party!","2","8","20","20","20","2016","2,3,4,5,6,7,8","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Sweet & Spicy","355737","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720055","5.6569","6.79347","1.3333","7122","980","thing","Sweet & Spicy","2","6","15","15","15","2022","2,3,4,5,6","4,5","6+","","","","","","","standalone","","","","",""
"Syncro","407214","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137720249","5.54404","6.68968","1.75","13721","214","thing","Syncro","2","5","15","15","15","2023","2,3,4,5","4","10+","","","","","","","standalone","","","","",""
"Szerető Otthon","385999","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720278","5.82711","6.68511","1.8214","4404","1802","thing","Forever Home","1","5","45","45","20","2024","1,2,3,4,5","2","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Szókapocs","300753","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720307","6.58976","7.20219","1.0783","1099","8832","thing","Cross Clues","2","6","10","10","5","2021","2,3,4,5,6","4","8+","Unplayable in another language","","","","","","standalone","","Gém Klub Kft.","Hungarian","2021","Hungarian edition"
"Szupercsapat!","359970","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720381","6.66711","7.07169","1.8053","950","10666","thing","Challengers!","1","8","45","45","45","2022","2,4,6,8","4,6,8","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","1 More Time Games; Gém Klub Kft.; Z-Man Games","Hungarian","2022","Hungarian edition"
"T.I.M.E Stories","146508","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137721243","7.1526","7.35419","2.5882","338","43176","thing","T.I.M.E Stories","2","4","90","90","90","2015","2,3,4","4","14+","Unplayable in another language","","","","","","standalone","","","","",""
"Taco Back Goat Cheese Pizza","341876","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137463656","5.71739","6.90524","1","5823","1899","thing","Taco Back Goat Cheese Pizza","2","8","10","10","10","2020","3,4,5,6,7,8","5,6","10–18","No necessary in-game text","","","","","","standalone","","","","",""
"Taco Cat Goat Cheese Pizza","253664","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137463653","6.17694","6.50483","1.0357","2272","23214","thing","Taco Cat Goat Cheese Pizza","2","8","30","30","10","2018","3,4,5,6,7,8","4,5,6","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Taco Kitten Pizza","392491","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720439","5.52298","6.21957","1","18028","312","thing","Taco Kitten Pizza","2","6","5","5","5","2023","2,3,4,5,6","3,4,5","4+","No necessary in-game text","","","","","","standalone","","","","",""
"Tai Chi Tiger","432808","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137720830","0","6.5","0","0","28","thing","Tai Chi Tiger","2","5","0","0","0","2025","","","","","","","","","","standalone","","","","",""
"Take 5","432","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137721919","6.85416","6.98102","1.1901","671","48430","thing","Take 5","2","10","45","45","45","1994","3,4,5,6,7,8,9,10","5,6","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Take Time","440540","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137467372","6.18918","7.73138","1.6216","2231","2538","thing","Take Time","2","4","30","30","30","2025","2,3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Takenoko","70919","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720836","7.06098","7.19916","1.9728","428","76051","thing","Takenoko","2","4","45","45","45","2011","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Talisman","714","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720842","6.00293","6.36308","2.181","3094","7848","thing","Talisman","2","6","240","240","240","1983","2,3,4,5","3,4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Task Team","393190","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137720857","5.52293","6.4662","1","18048","236","thing","Task Team","3","18","20","20","20","2024","3,4,5,6,7,8,9,10,11,12","6","8","","","","","","","standalone","","","","",""
"Tectonic Tribes","445031","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137720862","5.5111","6.29355","1.5","21641","106","thing","Tectonic Tribes","2","5","30","30","30","2025","","","","","","","","","","standalone","","","","",""
"Terra Mystica","120677","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720874","7.86428","8.03695","3.9732","35","54362","thing","Terra Mystica","2","5","150","150","60","2012","2,3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Terra Mystica: Fire & Ice","161317","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720888","7.39073","8.3988","3.9536","0","13828","thing","Terra Mystica: Fire & Ice","2","5","100","100","100","2014","2,3,4,5","4","12+","No necessary in-game text","","","","","","expansion","","","","",""
"Terra Mystica: Találmányok kora","383179","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720882","7.74374","8.48833","4.2619","55","10362","thing","Age of Innovation","1","5","200","200","40","2023","1,2,3,4,5","4","14+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Texas Hold It","429963","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137464804","5.50378","5.86111","1","23896","223","thing","Texas Hold It","2","6","15","15","10","2024","4,5,6","5","","","","","","","","standalone","","","","",""
"Throw Throw Burrito: Kickstarter Edition","288010","0","0","0","1","1","0","0","0","0","0","0","1","","3 db
","","","","137721077","5.64754","6.88762","1","7369","1760","thing","Throw Throw Burrito: Kickstarter Edition","2","6","15","15","15","2019","","","","","","","","","","standalone","","","","",""
"Thunder Road: Vendetta","342070","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721107","7.27875","7.91474","1.9618","246","10880","thing","Thunder Road: Vendetta","2","4","75","75","45","2023","3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Thunder Road: Vendetta – Choppe Shoppe","347976","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721113","5.88684","8.41982","2","0","2372","thing","Thunder Road: Vendetta – Choppe Shoppe","2","4","75","75","30","2023","3,4","3,4","8+","","","","","","","expansion","","","","",""
"Tic Tac K.O.: Dragons vs Unicorns","346296","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137721122","5.589","6.46469","1.0833","9770","1474","thing","Tic Tac K.O.: Dragons vs Unicorns","2","4","60","60","30","2021","2,4","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Ticket to Ride: Europe","14996","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721156","7.39732","7.52529","1.9169","173","132768","thing","Ticket to Ride: Europe","2","5","60","60","30","2005","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Ticket to Ride: Europe – 15th Anniversary","329841","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721215","7.22604","8.18711","1.875","0","14162","thing","Ticket to Ride: Europe – 15th Anniversary","2","5","60","60","30","2021","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Ticket to Ride: First Journey (Europe)","218208","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721200","6.19562","7.01658","1.4746","2204","5626","thing","Ticket to Ride: First Journey (Europe)","2","4","30","30","15","2017","2,3,4","4","5+","No necessary in-game text","","","","","","standalone","","","","",""
"Ticket to Ride: Ghost Train","366488","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721209","5.67723","6.82585","1.6","6654","1615","thing","Ticket to Ride: Ghost Train","2","4","30","30","15","2022","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Tikal","54","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721225","7.11063","7.31862","2.7772","372","28814","thing","Tikal","2","4","90","90","90","1999","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Tilt","21424","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137721233","0","5.91111","1.25","0","83","thing","Tilt","2","4","30","30","30","1974","2,3,4","2,3,4","6+","","","","","","","standalone","","","","",""
"Time's Up! Edición Amarilla","38713","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721264","6.38554","7.55822","1.0784","1586","4000","thing","Time's Up! Edición Amarilla","4","12","30","30","30","2008","4,5,6,7,8,9,10,11,12","6,8,10","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Time's Up!: Harry Potter","347304","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721260","5.65275","7.37024","1","7235","800","thing","Time's Up!: Harry Potter","4","12","30","30","30","2021","12","12","","Unplayable in another language","","","","","","standalone","","","","",""
"Tiny Woodys","394940","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137721275","5.53927","6.96556","1.6","14457","295","thing","Tiny Woodys","2","6","60","60","40","2023","2,3,4,5","3","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Tongues Out!","363357","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137469208","5.5216","5.96579","1","18423","370","thing","Tongues Out!","2","4","20","20","5","2022","2,3,4","2","3+","No necessary in-game text","","","","","","standalone","","","","",""
"Too Many Bones","192135","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721292","7.86242","8.30162","3.8592","36","24903","thing","Too Many Bones","1","4","120","120","60","2017","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Toriki: The Castaway Island","417403","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721302","5.76123","8.41583","1.6923","5172","654","thing","Toriki: The Castaway Island","1","4","600","600","20","2024","2,3,4","3,4","6+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Torres","88","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721326","6.75278","7.08244","2.8449","808","14744","thing","Torres","2","4","60","60","60","1999","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Tower Up","393307","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721336","6.36261","7.34336","1.8676","1642","2966","thing","Tower Up","2","4","45","45","30","2024","2,3,4","3,4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Trapwords","257527","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720296","6.38778","6.98944","1.4262","1581","7205","thing","Trapwords","4","8","45","45","30","2018","4,5,6,7,8","6","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Travel by Trolley","394980","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721930","0","7.44737","0","0","152","thing","Travel by Trolley","3","13","60","60","15","2023","","","","","","","","","","expansion","","","","",""
"Treetopia","413034","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137721351","5.55403","6.64672","1.3333","12475","273","thing","Treetopia","2","4","30","30","20","2024","2,3,4","3","","No necessary in-game text","","","","","","standalone","","","","",""
"Trekking Through History","353288","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721587","6.96203","7.53277","1.7551","536","12345","thing","Trekking Through History","1","4","60","60","30","2022","1,2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Trial by Trolley","282171","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721956","5.7806","6.02165","1.025","4918","11077","thing","Trial by Trolley","3","13","90","90","30","2020","3,4,5,6,7,8,9,10","5,7","16+","Unplayable in another language","","","","","","standalone","","","","",""
"Trial by Trolley: R-Rated Modifier Expansion","321875","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137721361","5.51145","6.31915","0","0","559","thing","Trial by Trolley: R-Rated Modifier Expansion","3","13","90","90","30","2020","","","","","","","","","","expansion","","","","",""
"Trial by Trolley: R-Rated Track Expansion","321874","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137721371","5.53443","6.74468","1","0","874","thing","Trial by Trolley: R-Rated Track Expansion","3","13","90","90","30","2020","3,4,5,6,7,8,9","5,7","14+","Unplayable in another language","","","","","","expansion","","","","",""
"Triggs","370566","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137721374","5.56218","6.44299","1","11718","373","thing","Triggs","2","4","20","20","20","2022","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"A tudattalan mélyén","329500","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137374579","7.15111","7.91405","4.0108","342","12484","thing","Unconscious Mind","1","4","120","120","60","2024","1,2,3","2,3","14+","No necessary in-game text","","","","","","standalone","","Fantasia Games; Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Tündértánc","419074","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721399","6.02954","7.34359","1.8","2944","1928","thing","Fairy Ring","2","4","40","40","40","2024","2,3,4","3,4","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Turnip","421314","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137721392","5.50387","6.61094","0","23862","97","thing","Turnip","3","5","30","30","15","2024","","","","","","","","","","standalone","","","","",""
"Turtle Splash!","343833","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720870","5.58056","6.9929","1","10283","456","thing","Turtle Splash!","2","4","20","20","15","2021","2,3,4","2,3","4+","No necessary in-game text","","","","","","standalone","","","","",""
"Twilight Imperium: Fourth Edition","233078","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137721412","8.22268","8.56849","4.345","6","32536","thing","Twilight Imperium: Fourth Edition","3","6","480","480","240","2017","3,4,5,6","6","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Underwater Cities","247763","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137722036","7.77369","8.04296","3.5793","50","29095","thing","Underwater Cities","1","4","150","150","80","2018","1,2,3","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Unfair","179172","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137721421","6.67149","7.29098","2.7226","940","9884","thing","Unfair","2","5","125","125","50","2017","2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Unlock! Kids: Detective Stories","327056","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137721484","6.24439","7.6862","1.4667","2013","2956","thing","Unlock! Kids: Detective Stories","1","4","60","60","20","2021","1,2","2","6–12","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Unlock!: Short Adventures – In Pursuit of Cabrakan","257707","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721492","5.80574","6.90078","2.1429","4613","1765","thing","Unlock!: Short Adventures – In Pursuit of Cabrakan","1","6","30","30","30","2022","1,2,3","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Unstable Unicorns","234190","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721427","5.94426","6.22966","1.4925","3460","32210","thing","Unstable Unicorns","2","8","60","60","30","2017","3,4,5,6","4,5","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Unstable Unicorns for Kids","358153","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137721502","5.511","5.87368","1","21678","466","thing","Unstable Unicorns for Kids","2","6","45","45","15","2021","3,4","3","6+","","","","","","","standalone","","","","",""
"Unstable Unicorns:  Nightmares Expansion Pack","349072","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137721533","5.56639","7.43364","2","0","1157","thing","Unstable Unicorns:  Nightmares Expansion Pack","2","8","60","60","30","2021","","","","","","","","","","expansion","","","","",""
